_start,_stop,_time,_value
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:11:20Z,410
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:11:25Z,411
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:11:30Z,410
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:11:35Z,411
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:11:40Z,411
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:11:45Z,411
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:11:50Z,410
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:11:55Z,411
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:12:01Z,412
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:12:06Z,412
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:12:11Z,412
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:12:16Z,412
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:12:21Z,411
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:12:26Z,412
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:12:31Z,411
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:12:36Z,411
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:12:41Z,410
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:12:46Z,409
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:12:51Z,409
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:12:56Z,408
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:13:01Z,407
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:13:07Z,407
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:13:12Z,406
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:13:17Z,406
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:13:22Z,406
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:13:27Z,406
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:13:32Z,407
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:13:37Z,406
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:13:42Z,406
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:13:47Z,406
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:13:52Z,405
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:13:57Z,405
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:14:02Z,404
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:14:08Z,404
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:14:13Z,404
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:14:18Z,405
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:14:23Z,406
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:14:28Z,406
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:14:33Z,405
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:14:38Z,404
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:14:43Z,403
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:14:48Z,403
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:14:53Z,403
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:14:58Z,402
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:15:03Z,403
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:15:09Z,403
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:15:14Z,404
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:15:19Z,404
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:15:24Z,403
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:15:29Z,402
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:15:34Z,401
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:15:39Z,401
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:15:44Z,401
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:15:49Z,401
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:15:54Z,401
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:15:59Z,401
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:16:04Z,401
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:16:10Z,401
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:16:15Z,402
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:16:20Z,401
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:16:25Z,401
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:16:30Z,402
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:16:35Z,401
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:16:40Z,401
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:16:45Z,402
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:16:50Z,402
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:16:55Z,402
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:17:00Z,402
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:17:05Z,401
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:17:11Z,400
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:17:16Z,400
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:17:21Z,399
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:17:26Z,399
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:17:31Z,399
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:17:36Z,398
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:17:41Z,399
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:17:46Z,401
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:17:51Z,402
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:17:56Z,402
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:18:01Z,403
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:18:06Z,402
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:18:11Z,402
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:18:17Z,401
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:18:22Z,402
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:18:27Z,402
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:18:32Z,401
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:18:37Z,401
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:18:42Z,400
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:18:47Z,399
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:18:52Z,399
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:18:57Z,398
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:19:02Z,397
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:19:07Z,397
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:19:12Z,397
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:19:18Z,397
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:19:23Z,398
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:19:28Z,397
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:19:33Z,396
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:19:38Z,396
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:19:43Z,395
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:19:48Z,394
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:19:53Z,394
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:19:58Z,394
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:20:03Z,396
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:20:08Z,397
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:20:13Z,397
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:20:19Z,396
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:20:24Z,396
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:20:29Z,397
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:20:34Z,398
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:20:39Z,399
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:20:44Z,400
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:20:49Z,400
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:20:54Z,399
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:20:59Z,398
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:21:04Z,397
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:21:09Z,397
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:21:14Z,397
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:21:20Z,397
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:21:25Z,396
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:21:30Z,396
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:21:35Z,395
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:21:40Z,395
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:21:45Z,394
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:21:50Z,392
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:21:55Z,392
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:22:00Z,391
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:22:05Z,393
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:22:10Z,394
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:22:15Z,394
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:22:20Z,395
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:22:26Z,396
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:22:31Z,397
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:22:36Z,398
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:22:41Z,398
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:22:46Z,399
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:22:51Z,399
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:22:56Z,399
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:23:01Z,398
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:23:06Z,399
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:23:11Z,398
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:23:16Z,399
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:23:21Z,399
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:23:27Z,399
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:23:32Z,398
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:23:37Z,397
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:23:42Z,396
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:23:47Z,396
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:23:52Z,395
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:23:57Z,394
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:24:02Z,394
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:24:07Z,394
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:24:12Z,394
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:24:17Z,395
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:24:22Z,394
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:24:28Z,394
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:24:33Z,394
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:24:38Z,395
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:24:43Z,397
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:24:48Z,400
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:24:53Z,402
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:24:58Z,404
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:25:03Z,403
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:25:08Z,403
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:25:13Z,402
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:25:18Z,401
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:25:23Z,399
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:25:29Z,399
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:25:34Z,399
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:25:39Z,398
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:25:44Z,397
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:25:49Z,397
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:25:54Z,398
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:25:59Z,396
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:26:04Z,395
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:26:09Z,396
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:26:14Z,395
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:26:19Z,395
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:26:24Z,395
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:26:29Z,395
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:26:35Z,395
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:26:40Z,395
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:26:45Z,394
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:26:50Z,395
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:26:55Z,396
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:27:00Z,397
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:27:05Z,396
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:27:10Z,397
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:27:15Z,398
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:27:20Z,397
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:27:25Z,396
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:27:30Z,396
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:27:36Z,395
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:27:41Z,396
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:27:46Z,397
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:27:51Z,398
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:27:56Z,399
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:28:01Z,398
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:28:06Z,398
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:28:11Z,399
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:28:16Z,399
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:28:21Z,399
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:28:26Z,398
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:28:31Z,398
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:28:37Z,397
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:28:42Z,397
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:28:47Z,396
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:28:52Z,396
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:28:57Z,397
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:29:02Z,396
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:29:07Z,396
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:29:12Z,396
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:29:17Z,397
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:29:22Z,399
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:29:27Z,401
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:29:32Z,403
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:29:38Z,403
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:29:43Z,404
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:29:48Z,403
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:29:53Z,401
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:29:58Z,400
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:30:03Z,402
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:30:08Z,403
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:30:13Z,404
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:30:18Z,404
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:30:23Z,404
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:30:28Z,404
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:30:33Z,404
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:30:38Z,404
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:30:44Z,403
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:30:49Z,402
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:30:54Z,401
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:30:59Z,400
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:31:04Z,399
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:31:09Z,399
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:31:14Z,399
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:31:19Z,400
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:31:24Z,401
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:31:29Z,401
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:31:34Z,402
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:31:39Z,402
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:31:45Z,402
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:31:50Z,403
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:31:55Z,404
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:32:00Z,405
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:32:05Z,405
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:32:10Z,405
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:32:15Z,405
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:32:20Z,405
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:32:25Z,404
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:32:30Z,404
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:32:35Z,403
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:32:40Z,402
2025-04-28T12:28:31.637356449Z,2025-05-05T12:28:31.637356449Z,2025-05-03T12:32:46Z,402
